,지점명,년,5월평균기온,5월합강수량(mm),5월합계일조시간,6월평균기온,6월합강수량(mm),6월합계일조시간,7월평균기온,7월합강수량(mm),7월합계일조시간,8월평균기온,8월합강수량(mm),8월합계일조시간,단위면적당 생산량
497,상주,2015,20.2,18.0,308.0,22.9,125.2,213.3,25.0,150.7,203.6,25.6,45.0,219.8,592.93663
498,상주,2016,19.8,52.8,280.8,23.7,47.0,204.2,25.9,313.6,165.6,27.1,116.3,249.6,587.08319
499,상주,2017,20.2,20.2,282.4,23.4,63.4,261.0,26.5,404.8,138.6,25.2,158.4,187.3,574.46205
500,상주,2018,18.7,105.1,211.9,23.3,76.9,205.2,27.3,131.3,245.8,27.5,342.8,210.3,555.51132
501,상주,2019,19.6,46.3,294.9,22.0,109.5,224.9,24.8,221.2,128.6,26.1,106.7,198.8,563.77582
502,상주,2020,18.4,106.5,230.7,23.6,192.2,213.1,22.4,466.7,103.9,26.6,428.6,158.4,535.32022
503,상주,2021,16.7,166.5,201.0,22.5,57.0,210.8,26.2,216.1,219.9,24.4,324.9,131.2,560.5446
504,상주,2022,19.5,2.8,313.5,23.4,88.9,209.1,26.6,211.7,165.2,25.4,220.3,129.9,568.1826
505,상주,2023,18.8,148.2,222.7,23.5,174.8,213.7,25.8,517.5,133.9,26.9,333.2,190.5,582.3929
506,포항,1996,18.0,57.2,211.7,20.6,339.4,113.8,24.7,71.2,190.6,25.5,111.5,172.2,494.0
507,포항,1997,18.6,97.5,205.6,23.0,183.3,237.5,25.3,229.8,179.4,25.9,171.2,170.4,508.0
508,포항,1998,19.1,117.5,229.4,20.1,194.2,108.8,24.3,356.7,110.5,25.8,253.1,139.6,423.0
509,포항,1999,19.1,150.4,285.7,22.0,187.5,191.8,23.8,222.8,103.7,24.4,394.0,132.3,455.0
510,포항,2000,18.7,36.8,197.3,21.9,82.0,164.9,26.5,161.1,171.5,26.1,141.4,163.3,478.0
511,포항,2001,19.7,85.4,200.8,22.6,316.4,147.4,27.2,74.4,235.9,26.3,74.5,183.1,528.0
512,포항,2002,17.1,91.6,203.7,21.6,27.4,240.9,24.7,154.2,176.1,24.2,535.1,166.6,474.0
513,포항,2003,16.5,272.1,185.3,21.6,259.0,261.0,21.9,560.6,100.9,24.8,238.0,125.5,395.0
514,포항,2004,19.0,82.7,190.0,22.0,207.5,210.7,26.7,165.2,187.2,25.5,427.7,150.6,493.0
515,포항,2005,17.6,44.0,261.1,23.7,101.5,214.5,25.8,130.5,166.7,26.4,309.0,186.9,492.0
516,포항,2006,17.4,136.0,165.5,21.5,37.3,188.1,23.3,576.8,80.9,27.4,164.0,231.4,497.64825
517,포항,2007,18.6,81.5,228.6,21.4,158.9,156.2,23.3,220.1,124.5,27.0,107.1,176.6,475.26686
518,포항,2008,18.0,124.2,220.1,19.5,181.2,138.2,26.4,78.1,190.2,24.2,195.1,191.1,540.57914
519,포항,2009,19.4,102.0,256.7,23.0,101.6,199.7,23.4,339.9,103.5,24.8,62.6,157.4,546.06822
520,포항,2010,18.2,123.2,216.4,22.7,42.3,240.4,26.4,148.5,184.2,27.9,193.0,176.4,521.68851
521,포항,2011,17.6,145.2,175.0,22.8,171.4,187.1,25.6,188.3,155.4,25.8,97.2,128.3,527.81569
522,포항,2012,19.0,34.6,217.7,21.6,70.7,152.6,26.5,209.8,172.3,26.6,226.8,118.2,532.80589
523,포항,2013,19.0,87.5,236.4,22.1,60.3,164.1,28.4,165.5,185.3,28.8,85.0,245.1,535.58918
524,포항,2014,20.0,20.4,298.2,21.5,88.4,144.1,25.9,90.0,202.3,23.9,453.0,108.9,510.37759
525,포항,2015,20.2,30.6,291.4,21.1,102.5,173.4,24.4,132.3,193.0,26.0,143.6,210.7,567.70779
526,포항,2016,19.8,39.4,284.2,22.8,52.5,178.1,25.9,113.2,183.7,27.5,181.5,278.4,544.82109
527,포항,2017,20.6,19.8,286.6,21.9,12.8,283.9,27.4,74.2,169.9,26.1,209.0,204.2,539.36369
528,포항,2018,18.7,71.6,222.9,23.3,89.1,218.7,27.3,164.1,257.1,27.7,175.4,223.9,517.64681
529,포항,2019,20.8,14.7,298.9,21.6,190.1,229.5,26.0,94.9,178.7,27.0,231.7,230.2,511.97246
530,포항,2020,18.9,41.7,261.3,23.7,112.9,262.1,22.6,346.1,110.5,28.6,180.0,224.6,472.25866
531,포항,2021,18.0,109.8,220.8,22.2,36.6,210.9,26.5,203.7,230.3,25.9,449.9,149.7,519.5779
532,포항,2022,20.4,0.1,318.0,23.7,106.3,235.8,26.1,77.7,179.9,26.9,141.2,164.1,518.7626
533,포항,2023,19.0,137.7,218.4,23.2,101.5,231.5,26.6,204.3,167.6,27.0,272.5,182.0,521.3793
534,군산,1996,16.1,27.8,181.4,20.9,290.0,71.3,24.8,146.0,175.2,26.4,109.4,208.3,530.0
535,군산,1997,17.0,137.7,187.7,22.0,191.0,191.2,25.1,262.3,168.0,26.2,132.1,226.8,550.0
536,군산,1998,17.2,79.0,163.4,20.6,340.2,135.5,25.1,217.4,136.7,25.8,406.6,104.3,511.0
537,군산,1999,16.3,106.5,249.1,21.7,176.4,215.1,24.9,156.1,151.7,25.7,161.7,171.6,517.0
538,군산,2000,16.3,33.9,209.7,21.5,315.5,175.4,25.3,152.9,186.0,25.7,748.4,194.0,516.0
539,군산,2001,17.9,8.4,221.5,21.7,122.2,143.6,26.1,160.0,169.3,26.1,138.0,225.3,538.0
540,군산,2002,16.3,137.6,163.2,21.5,68.8,231.5,25.1,193.4,161.3,24.8,316.2,90.4,484.0
541,군산,2003,17.7,118.0,212.5,20.7,135.3,144.5,22.9,513.1,83.6,24.0,186.7,114.6,477.0
542,군산,2004,16.6,103.5,190.2,21.8,233.0,162.1,25.1,390.2,150.4,25.9,254.1,214.3,554.0
543,군산,2005,16.8,80.6,260.8,22.2,132.0,170.8,25.2,550.2,141.1,25.7,321.4,157.8,514.0
544,군산,2006,17.7,94.1,191.9,21.9,124.8,178.1,24.4,546.9,78.5,27.4,69.5,236.4,544.08716
545,군산,2007,17.3,103.0,233.6,21.9,119.6,165.5,23.9,310.9,123.8,26.2,241.0,158.8,483.58568
546,군산,2008,17.2,74.1,237.6,21.2,281.4,154.0,26.0,119.1,132.0,25.2,198.7,226.6,551.39286
547,군산,2009,17.4,126.4,259.8,21.7,156.6,217.0,23.8,335.7,134.8,25.0,116.0,203.9,581.19366
548,군산,2010,16.6,132.8,216.7,22.0,18.9,206.3,25.6,375.6,153.3,27.3,362.3,150.0,509.29766
549,군산,2011,17.5,85.1,191.8,21.1,253.2,171.9,25.1,644.5,102.9,24.9,292.4,100.0,534.55657
550,군산,2012,17.7,23.7,232.0,22.4,83.2,226.1,25.2,305.2,184.7,26.7,710.1,181.2,456.49851
551,군산,2013,16.6,157.5,239.0,22.3,38.4,199.6,26.3,293.0,130.2,27.3,108.2,256.4,543.49489
552,군산,2014,17.3,58.2,280.5,22.1,82.4,221.9,24.9,113.2,155.1,23.7,293.2,113.4,557.38368
553,군산,2015,17.2,45.7,268.4,21.5,120.4,196.2,24.4,113.0,166.7,25.6,31.0,224.6,580.10496
554,군산,2016,18.2,102.9,272.3,22.2,37.4,203.6,26.0,327.2,202.7,27.1,10.0,268.4,552.57479
555,군산,2017,17.9,39.3,280.3,21.9,37.0,246.0,26.6,221.1,124.3,25.8,164.7,211.4,549.02297
556,군산,2018,17.7,139.6,203.8,22.0,101.1,229.2,26.9,316.3,285.7,27.7,495.9,245.5,544.50527
557,군산,2019,17.5,44.3,294.9,20.8,74.8,232.6,25.0,198.1,180.8,26.5,104.5,248.7,547.51514
558,군산,2020,17.4,98.7,211.7,22.4,196.6,194.0,23.0,446.2,109.1,26.9,520.6,173.0,485.18818
559,군산,2021,16.6,137.0,201.8,22.1,98.8,229.7,26.6,251.3,218.1,25.5,218.3,185.0,521.7805
560,군산,2022,17.4,4.9,301.8,22.8,94.9,177.1,26.4,152.2,178.4,25.7,340.9,130.9,564.9768
561,군산,2023,18.2,336.0,218.5,22.2,179.1,224.8,25.8,870.3,150.4,26.9,178.8,225.4,536.4335
562,대구,1996,19.3,49.2,239.0,22.4,313.2,121.6,25.3,120.1,177.6,26.9,82.5,198.8,476.0
563,대구,1997,19.6,97.2,200.0,24.0,195.4,205.1,26.1,317.9,161.1,26.3,222.9,145.5,482.0
564,대구,1998,19.9,94.6,209.1,21.0,199.0,121.6,25.2,160.9,113.1,26.1,347.9,120.1,405.0
565,대구,1999,19.5,142.2,279.2,23.5,152.6,193.9,24.6,127.5,118.4,25.5,294.5,128.4,439.0
566,대구,2000,19.5,53.2,220.6,23.3,133.4,159.6,26.9,259.8,189.2,26.5,219.8,151.6,451.0
567,대구,2001,20.5,61.1,224.0,23.9,282.9,161.8,27.7,120.9,200.4,27.2,73.6,177.9,487.0
568,대구,2002,18.5,94.2,207.2,23.3,23.3,227.4,26.1,169.4,130.6,24.9,680.3,101.7,435.0
569,대구,2003,18.5,233.7,197.9,22.2,168.5,142.9,22.5,535.6,91.2,25.0,195.4,119.3,362.0
570,대구,2004,19.4,82.8,191.3,23.1,296.0,176.9,27.3,137.5,182.5,25.8,370.3,142.6,475.0
571,대구,2005,19.5,32.6,261.5,24.9,119.0,213.1,26.4,193.6,135.3,26.3,280.2,145.1,469.0
572,대구,2006,18.9,120.3,181.7,23.4,64.0,197.1,24.2,568.1,77.5,28.2,127.6,211.9,468.22382
573,대구,2007,19.9,44.5,234.5,23.0,81.1,142.0,24.8,107.6,121.0,27.6,198.0,152.7,444.89358
574,대구,2008,19.7,82.5,225.7,21.1,187.3,125.8,28.4,77.7,139.2,25.8,235.3,185.9,524.73574
575,대구,2009,20.9,104.4,241.7,24.0,136.3,180.3,24.8,338.0,77.1,25.5,49.5,124.2,550.65865
576,대구,2010,19.4,97.5,224.1,24.8,35.9,207.1,26.7,247.8,115.1,28.7,396.0,144.5,485.3111
577,대구,2011,18.8,156.8,180.6,24.3,173.0,177.7,26.8,427.7,125.6,26.2,253.6,102.4,486.7698
578,대구,2012,20.1,50.6,240.0,23.2,85.1,190.6,27.5,202.5,203.8,27.9,327.1,188.2,491.79496
579,대구,2013,20.3,70.5,264.3,24.3,63.1,205.5,28.7,249.3,208.2,29.0,203.0,247.8,511.05725
580,대구,2014,21.2,24.4,304.3,23.4,28.2,161.8,27.0,142.6,193.0,24.7,402.8,122.1,511.9062
581,대구,2015,21.7,34.7,309.6,22.9,62.1,159.7,25.0,157.5,150.2,26.0,269.5,178.0,525.16217
582,대구,2016,20.0,65.0,275.1,23.4,45.7,182.3,26.4,307.3,173.4,27.6,81.2,263.1,519.12729
583,대구,2017,20.8,33.1,283.6,23.3,71.5,257.2,28.0,105.3,139.3,26.4,171.3,205.7,533.08189
584,대구,2018,19.2,99.7,203.8,23.6,121.1,201.5,28.2,169.6,225.4,27.7,334.2,219.8,508.41666
585,대구,2019,20.7,25.7,295.6,22.8,160.8,238.9,25.8,139.4,156.3,27.4,141.9,198.7,497.96579
586,대구,2020,19.4,38.1,241.7,24.5,185.3,226.4,23.2,330.5,96.7,28.6,322.7,193.5,484.80923
587,대구,2021,18.3,90.9,209.9,23.2,55.1,185.4,26.9,153.3,216.1,25.7,256.3,130.7,523.2129
588,대구,2022,20.7,4.2,313.3,24.3,81.8,205.9,27.5,88.8,180.5,26.9,143.3,139.1,528.6163
589,대구,2023,19.3,200.0,217.2,24.0,178.7,219.6,26.7,298.7,138.4,27.5,312.8,189.4,493.4006
590,전주,1996,17.5,77.5,229.1,22.2,401.7,102.2,25.9,174.9,194.1,26.7,119.9,176.0,533.0
591,전주,1997,18.2,157.2,191.0,23.1,210.0,217.4,25.8,415.8,136.9,26.4,332.4,203.7,520.0
592,전주,1998,19.2,97.1,179.3,22.0,265.2,126.2,26.2,187.9,128.0,26.2,391.8,96.6,506.0
593,전주,1999,17.7,93.5,269.0,23.2,174.0,210.1,25.5,205.0,152.7,26.1,241.3,157.4,522.0
594,전주,2000,18.2,37.3,200.9,22.9,408.9,160.7,26.9,334.9,152.4,26.9,428.1,161.9,515.0
595,전주,2001,19.5,29.2,213.3,23.0,238.9,121.6,27.0,239.6,146.4,26.7,85.0,196.6,530.0
596,전주,2002,17.6,104.3,166.2,22.5,49.3,196.4,25.9,149.0,126.8,25.1,359.5,65.9,485.0
597,전주,2003,19.2,122.0,201.8,21.9,121.6,125.7,23.7,666.0,76.2,24.7,299.1,91.6,466.0
598,전주,2004,18.5,100.4,166.7,23.1,290.3,157.0,26.9,247.5,144.4,26.6,440.5,174.3,533.0
599,전주,2005,18.0,52.1,239.3,23.5,131.5,182.2,26.2,465.6,104.1,26.2,431.0,135.0,479.0
600,전주,2006,18.9,115.5,176.5,23.3,97.5,184.0,25.0,527.4,67.9,27.7,149.0,173.2,512.26081
601,전주,2007,18.6,68.0,226.1,22.8,129.1,147.1,24.9,206.7,104.4,27.2,313.3,143.9,457.89932
602,전주,2008,18.5,127.9,220.4,22.3,262.2,122.6,27.2,205.9,119.4,25.8,187.2,184.1,489.81627
603,전주,2009,18.9,113.8,247.7,22.9,105.5,202.2,24.8,502.2,84.8,25.7,177.4,157.0,547.80496
604,전주,2010,18.0,88.0,209.2,23.5,21.3,180.4,26.5,211.2,123.2,27.7,660.7,114.5,498.41249
605,전주,2011,18.8,122.8,181.1,23.4,151.8,171.3,26.4,467.0,103.4,26.0,477.8,80.9,484.90343
606,전주,2012,19.7,32.0,227.2,23.7,77.4,167.5,26.7,300.0,125.2,27.7,405.5,134.4,476.49539
607,전주,2013,18.9,90.0,250.1,23.9,106.4,181.5,27.8,349.8,153.1,28.5,278.5,251.3,506.21582
608,전주,2014,19.2,39.6,290.6,23.0,89.4,184.8,25.8,222.5,154.7,24.5,355.5,110.5,501.45378
609,전주,2015,19.2,40.6,276.5,22.7,124.7,176.9,25.1,121.9,157.5,25.9,49.0,198.2,534.27452
610,전주,2016,19.2,84.3,277.9,22.8,95.8,171.5,26.5,251.8,184.7,27.4,35.8,227.8,536.60169
611,전주,2017,18.8,51.5,279.8,22.3,100.0,234.4,27.1,216.4,115.7,26.2,272.3,187.5,551.65011
612,전주,2018,18.9,122.1,204.9,23.1,137.2,206.4,27.8,169.1,256.6,28.6,368.9,225.2,532.11823
613,전주,2019,18.9,45.6,292.6,21.9,89.1,205.5,25.6,176.2,148.7,26.8,117.7,206.1,538.60148
614,전주,2020,18.6,79.0,213.9,23.4,187.5,177.6,23.5,644.7,83.1,27.7,471.5,173.7,504.90148
615,전주,2021,17.7,182.2,198.8,23.0,145.3,199.8,27.2,255.1,194.2,25.9,454.8,168.6,507.4677
616,전주,2022,18.7,6.8,295.5,23.7,164.2,180.6,27.0,184.0,174.7,26.3,311.3,128.3,504.5822
617,전주,2023,19.4,240.7,214.7,23.3,169.9,225.0,26.5,735.0,155.1,27.5,274.8,200.2,518.1883
618,울산,1996,18.1,42.0,226.3,21.1,371.0,122.2,24.6,116.8,181.3,26.1,74.6,178.6,487.0
619,울산,1997,18.7,172.9,186.5,22.7,282.1,209.0,25.4,188.5,160.5,26.0,192.3,150.1,494.0
620,울산,1998,19.0,166.5,162.3,20.2,268.7,75.3,24.8,194.5,81.2,26.3,346.0,105.0,435.0
621,울산,1999,18.6,157.1,285.8,21.7,229.0,164.8,24.0,296.3,101.9,25.1,447.4,116.8,471.0
622,울산,2000,18.1,49.2,200.9,21.4,78.4,154.7,26.0,165.4,176.5,26.0,262.1,174.9,467.0
623,울산,2001,19.0,55.9,207.8,22.0,203.3,163.1,26.6,121.6,225.5,26.2,87.4,183.6,494.0
624,울산,2002,17.4,112.9,186.7,21.8,52.6,229.5,24.7,326.6,141.4,24.5,592.5,130.4,461.0
625,울산,2003,17.1,352.8,183.7,21.9,269.0,148.1,22.3,469.8,55.9,25.0,223.1,139.7,372.0
626,울산,2004,19.1,104.0,161.1,22.0,201.8,205.8,26.8,102.0,210.2,25.5,264.9,149.3,479.0
627,울산,2005,17.9,52.6,240.3,23.3,72.5,210.8,25.5,148.1,151.5,26.3,210.6,178.1,450.0
628,울산,2006,17.5,207.1,174.4,21.8,100.7,194.3,23.7,543.2,87.9,27.3,131.7,226.0,458.82126
629,울산,2007,18.8,84.4,235.9,21.7,118.0,154.0,24.0,216.3,115.7,27.5,171.4,172.4,434.73851
630,울산,2008,17.7,121.6,221.2,19.8,171.5,125.9,26.9,218.2,183.0,24.8,305.4,189.8,505.53341
631,울산,2009,18.8,92.3,255.2,22.2,228.7,190.2,23.3,450.7,91.5,24.2,43.0,147.2,480.74488
632,울산,2010,17.6,137.3,211.2,22.2,40.1,214.0,25.4,266.8,159.3,27.8,114.5,197.7,452.20197
633,울산,2011,17.2,114.8,180.3,22.0,293.5,163.4,25.2,284.8,160.5,25.3,71.0,127.2,471.51539
634,울산,2012,18.4,38.1,225.4,21.2,76.4,135.9,26.1,221.0,175.5,26.8,220.4,173.4,469.55921
635,울산,2013,18.4,155.1,192.8,22.0,79.9,116.2,27.8,130.1,153.7,29.0,47.7,232.7,498.61932
636,울산,2014,19.9,45.7,257.6,21.7,73.6,110.3,25.9,96.9,151.3,24.3,577.5,96.5,509.0348
637,울산,2015,20.0,98.3,241.7,21.5,77.0,118.9,24.4,176.3,128.7,26.4,120.2,187.7,501.69109
638,울산,2016,18.9,86.1,270.1,22.0,70.1,181.3,25.3,226.9,208.9,26.4,98.2,277.2,448.05576
639,울산,2017,19.6,26.3,284.6,21.2,38.5,272.9,27.1,104.6,169.5,25.9,69.8,221.0,488.91901
640,울산,2018,18.1,95.4,217.4,21.6,127.6,196.1,26.8,160.3,265.0,27.0,279.3,243.7,490.77392
641,울산,2019,19.7,35.0,306.4,20.7,247.5,229.2,24.8,206.5,187.5,26.4,195.7,241.2,465.63201
642,울산,2020,18.1,51.5,245.5,22.7,218.6,257.2,22.1,498.3,111.4,27.6,137.1,230.2,455.50804
643,울산,2021,17.8,120.4,219.0,21.7,93.8,212.7,25.9,189.3,235.8,25.3,443.9,166.3,496.627
644,울산,2022,19.2,6.1,318.2,22.4,147.1,225.7,26.0,125.0,183.9,26.4,138.5,162.0,479.0592
645,울산,2023,17.8,195.2,200.0,22.3,141.4,204.7,25.8,266.9,166.9,26.5,403.3,196.2,474.7127
646,창원,1996,18.5,44.5,234.0,21.1,325.4,97.6,24.9,183.2,181.4,27.0,121.0,192.4,473.0
647,창원,1997,18.7,264.1,206.8,22.9,350.8,220.7,25.4,304.3,117.2,26.8,221.1,149.1,493.0
648,창원,1998,19.6,179.1,187.7,21.1,313.4,111.1,25.6,206.3,89.9,27.0,342.9,133.1,445.0
649,창원,1999,19.0,207.0,278.0,22.1,258.3,181.4,24.5,674.4,113.7,25.9,525.6,128.9,465.0
650,창원,2000,17.9,65.0,223.6,21.4,118.7,152.3,26.0,345.7,183.7,26.7,415.0,170.7,420.0
651,창원,2001,19.2,44.6,190.6,21.8,342.2,144.6,26.3,159.5,174.2,27.1,108.3,182.0,541.0
652,창원,2002,18.0,118.6,172.8,22.1,82.0,211.1,25.1,347.2,128.3,25.2,714.3,103.1,439.0
653,창원,2003,18.1,301.5,172.1,22.2,240.2,137.7,22.8,476.4,73.1,25.4,291.6,117.1,415.0
654,창원,2004,18.9,220.0,168.8,22.3,214.9,178.0,26.7,194.7,175.5,26.7,429.4,164.9,512.0
655,창원,2005,17.8,101.0,264.0,22.3,148.1,205.0,24.7,302.8,155.8,25.9,499.6,158.2,505.0
656,창원,2006,17.5,284.9,166.2,21.3,231.2,194.6,23.7,600.1,79.5,27.4,153.5,236.5,547.47017
657,창원,2007,18.5,132.0,253.0,21.5,105.6,146.4,23.8,265.5,129.6,26.6,286.8,166.0,496.87737
658,창원,2008,18.1,150.5,228.2,20.7,309.1,124.6,26.5,161.4,155.0,25.8,133.8,207.7,550.5015
659,창원,2009,19.1,171.0,238.7,21.9,296.0,181.6,24.0,818.6,99.2,25.3,132.4,139.7,542.14153
660,창원,2010,17.7,229.0,212.6,22.3,71.9,191.6,25.4,375.6,114.2,27.7,214.8,195.2,483.04547
661,창원,2011,17.9,147.0,175.5,21.9,238.0,129.9,25.6,414.1,143.1,25.7,198.5,110.1,491.68723
662,창원,2012,19.1,39.9,224.5,21.8,78.9,147.6,26.0,334.6,170.8,27.5,329.6,158.1,495.72461
663,창원,2013,18.7,222.4,257.8,22.4,148.5,181.4,27.0,190.1,209.8,28.0,82.3,284.7,511.47613
664,창원,2014,19.4,106.5,295.1,22.0,45.1,159.4,25.2,149.2,175.5,24.6,665.9,114.2,498.18374
665,창원,2015,19.3,134.0,280.9,21.2,77.0,165.7,24.1,197.5,163.0,25.4,116.7,193.0,530.72776
666,창원,2016,19.4,123.7,248.2,22.5,108.8,164.1,26.3,181.8,203.6,27.3,110.0,270.2,520.4769
667,창원,2017,19.7,31.1,280.3,22.1,58.7,243.5,27.1,162.4,159.2,27.3,227.9,210.6,528.74593
668,창원,2018,18.1,145.0,188.6,21.7,194.8,186.9,27.1,146.0,166.4,27.5,243.7,192.3,513.70938
669,창원,2019,18.9,131.1,291.9,21.0,324.0,230.8,24.4,265.7,166.4,26.7,87.9,207.0,512.01323
670,창원,2020,17.9,78.8,225.7,22.8,278.9,236.8,22.4,524.1,91.6,27.5,193.1,204.2,513.5042
671,창원,2021,17.7,147.9,218.4,21.8,140.6,214.5,26.5,521.2,219.1,26.2,413.0,180.9,546.7516
672,창원,2022,19.1,2.4,302.4,22.1,194.0,181.0,26.7,167.9,206.5,26.4,224.6,157.7,526.3446
673,창원,2023,18.0,299.4,203.9,22.5,209.1,216.9,25.7,471.7,142.1,27.7,506.8,228.3,521.7825
674,광주,1996,17.9,37.4,240.4,22.0,302.9,98.7,25.6,186.3,190.6,26.6,261.7,210.1,503.0
675,광주,1996,17.9,37.4,240.4,22.0,302.9,98.7,25.6,186.3,190.6,26.6,261.7,210.1,434.0
676,광주,1997,18.3,101.6,227.9,23.3,177.2,230.7,25.8,358.3,164.9,26.5,381.9,211.5,510.0
677,광주,1997,18.3,101.6,227.9,23.3,177.2,230.7,25.8,358.3,164.9,26.5,381.9,211.5,453.0
678,광주,1998,19.0,136.9,194.6,21.5,369.6,125.0,25.8,210.9,157.8,26.2,531.2,142.1,466.0
679,광주,1998,19.0,136.9,194.6,21.5,369.6,125.0,25.8,210.9,157.8,26.2,531.2,142.1,464.0
680,광주,1999,18.0,106.9,283.8,23.3,135.4,208.8,25.0,220.7,159.2,25.7,287.1,143.6,451.0
681,광주,1999,18.0,106.9,283.8,23.3,135.4,208.8,25.0,220.7,159.2,25.7,287.1,143.6,491.0
682,광주,2000,17.8,47.7,185.8,22.5,197.7,130.8,26.5,321.4,157.6,26.3,538.3,143.1,446.0
683,광주,2000,17.8,47.7,185.8,22.5,197.7,130.8,26.5,321.4,157.6,26.3,538.3,143.1,452.0
684,광주,2001,19.2,21.4,189.0,22.4,245.8,107.7,26.3,270.8,159.3,26.3,113.2,175.5,500.0
685,광주,2001,19.2,21.4,189.0,22.4,245.8,107.7,26.3,270.8,159.3,26.3,113.2,175.5,501.0
686,광주,2002,18.1,100.5,142.6,22.5,108.5,185.4,25.4,180.0,112.1,24.7,584.0,76.0,439.0
687,광주,2002,18.1,100.5,142.6,22.5,108.5,185.4,25.4,180.0,112.1,24.7,584.0,76.0,426.0
688,광주,2003,19.1,141.0,179.4,21.6,150.2,131.3,23.0,564.9,60.9,24.3,411.0,115.2,423.0
689,광주,2003,19.1,141.0,179.4,21.6,150.2,131.3,23.0,564.9,60.9,24.3,411.0,115.2,416.0
690,광주,2004,18.2,101.1,168.1,22.6,153.8,154.8,26.1,409.5,154.0,26.3,570.5,180.2,479.0
691,광주,2004,18.2,101.1,168.1,22.6,153.8,154.8,26.1,409.5,154.0,26.3,570.5,180.2,404.0
692,광주,2005,18.4,74.1,240.9,23.7,185.0,189.3,26.2,273.8,127.5,26.1,303.3,140.2,454.0
693,광주,2005,18.4,74.1,240.9,23.7,185.0,189.3,26.2,273.8,127.5,26.1,303.3,140.2,444.0
694,광주,2006,18.4,204.3,169.6,22.6,226.7,188.5,24.5,478.3,59.8,27.0,295.5,181.7,469.50091
695,광주,2006,18.4,204.3,169.6,22.6,226.7,188.5,24.5,478.3,59.8,27.0,295.5,181.7,451.14856
696,광주,2007,18.9,116.0,230.1,22.9,52.0,119.1,25.1,232.0,98.4,26.9,339.3,134.2,447.64565
697,광주,2007,18.9,116.0,230.1,22.9,52.0,119.1,25.1,232.0,98.4,26.9,339.3,134.2,424.24988
698,광주,2008,18.7,150.6,217.2,22.2,273.2,96.8,27.3,139.2,138.1,26.3,157.5,176.1,481.5333
699,광주,2008,18.7,150.6,217.2,22.2,273.2,96.8,27.3,139.2,138.1,26.3,157.5,176.1,518.99862
700,광주,2009,19.7,114.9,253.6,23.4,181.1,194.2,24.8,607.4,90.1,26.1,263.1,143.7,486.49517
701,광주,2009,19.7,114.9,253.6,23.4,181.1,194.2,24.8,607.4,90.1,26.1,263.1,143.7,494.12959
702,광주,2010,18.6,99.0,203.4,23.7,70.6,156.8,26.3,453.0,100.2,28.1,337.6,124.1,459.55864
703,광주,2010,18.6,99.0,203.4,23.7,70.6,156.8,26.3,453.0,100.2,28.1,337.6,124.1,423.94203
704,광주,2011,19.0,142.9,188.6,23.3,120.0,154.1,26.5,277.5,115.7,25.9,382.5,90.3,467.17527
705,광주,2011,19.0,142.9,188.6,23.3,120.0,154.1,26.5,277.5,115.7,25.9,382.5,90.3,431.84647
706,광주,2012,20.0,42.6,255.6,23.4,83.1,184.7,26.4,330.6,160.2,27.6,473.5,182.7,480.83062
707,광주,2012,20.0,42.6,255.6,23.4,83.1,184.7,26.4,330.6,160.2,27.6,473.5,182.7,456.08417
708,광주,2013,19.1,86.5,251.5,23.9,83.7,175.5,27.1,349.1,166.4,28.4,293.2,267.0,492.03845
709,광주,2013,19.1,86.5,251.5,23.9,83.7,175.5,27.1,349.1,166.4,28.4,293.2,267.0,461.46165
710,광주,2014,19.2,57.0,304.6,22.9,72.0,199.4,25.2,240.9,170.0,24.4,370.2,123.2,487.05574
711,광주,2014,19.2,57.0,304.6,22.9,72.0,199.4,25.2,240.9,170.0,24.4,370.2,123.2,485.6184
712,광주,2015,19.4,48.6,274.7,22.5,96.1,162.6,25.4,164.3,155.6,26.0,148.9,174.6,509.21668
713,광주,2015,19.4,48.6,274.7,22.5,96.1,162.6,25.4,164.3,155.6,26.0,148.9,174.6,507.84397
714,광주,2016,19.8,104.5,256.8,23.0,116.1,138.4,26.9,301.3,193.7,27.8,81.0,236.3,509.52728
715,광주,2016,19.8,104.5,256.8,23.0,116.1,138.4,26.9,301.3,193.7,27.8,81.0,236.3,506.96308
716,광주,2017,19.8,30.2,274.5,23.1,42.1,221.7,27.8,211.6,120.5,27.0,280.5,189.7,509.59756
717,광주,2017,19.8,30.2,274.5,23.1,42.1,221.7,27.8,211.6,120.5,27.0,280.5,189.7,491.64542
718,광주,2018,19.5,85.4,189.0,23.6,222.4,204.9,28.3,84.5,234.3,28.4,397.1,229.0,490.4938
719,광주,2018,19.5,85.4,189.0,23.6,222.4,204.9,28.3,84.5,234.3,28.4,397.1,229.0,470.99681
720,광주,2019,19.2,78.8,289.3,22.0,158.0,196.8,25.3,242.2,140.5,27.0,64.8,192.2,490.9549
721,광주,2019,19.2,78.8,289.3,22.0,158.0,196.8,25.3,242.2,140.5,27.0,64.8,192.2,466.86491
722,광주,2020,18.8,96.8,211.3,23.6,199.9,191.4,23.4,533.3,69.5,27.6,738.1,169.8,457.06319
723,광주,2020,18.8,96.8,211.3,23.6,199.9,191.4,23.4,533.3,69.5,27.6,738.1,169.8,442.71891
724,광주,2021,18.4,139.4,212.8,23.3,118.1,200.6,27.0,227.6,182.3,25.8,338.7,141.7,510.1686
