id,path,label1,label2,len
NYOYTMYL,./train/NYOYTMYL.ogg,real,real,1798.0
YDTMUCLN,./train/YDTMUCLN.ogg,real,real,3003.0
NCILRNAU,./train/NCILRNAU.ogg,real,real,1698.0
APSJDRBO,./train/APSJDRBO.ogg,fake,fake,1485.0
AVVYEZEM,./train/AVVYEZEM.ogg,real,real,2487.0
WKPTOPHE,./train/WKPTOPHE.ogg,real,real,1785.0
LDXXKTZI,./validate/LDXXKTZI.ogg,real,real,3586.0
DNGFPVCJ,./train/DNGFPVCJ.ogg,real,real,4522.0
JBAPHWFZ,./train/JBAPHWFZ.ogg,real,real,6329.0
EMHPWLRZ,./train/EMHPWLRZ.ogg,fake,fake,2647.0
XDNGMRYV,./train/XDNGMRYV.ogg,fake,fake,1354.0
MMUVGRKP,./train/MMUVGRKP.ogg,fake,fake,2232.0
WAYHQPUC,./train/WAYHQPUC.ogg,real,real,6559.0
YDCAFIIW,./train/YDCAFIIW.ogg,real,real,5499.0
TDFGPRCF,./too_short/TDFGPRCF.ogg,fake,fake,872.0
HBVTDINL,./train/HBVTDINL.ogg,real,real,8610.0
WPLXLIGA,./train/WPLXLIGA.ogg,fake,fake,1643.0
XQACDNXN,./too_short/XQACDNXN.ogg,fake,fake,848.0
UUBAIYVG,./train/UUBAIYVG.ogg,real,real,2428.0
EVKBLZQB,./train/EVKBLZQB.ogg,fake,fake,2620.0
JNSGARNC,./train/JNSGARNC.ogg,fake,fake,3063.0
ZZUFEYEB,./train/ZZUFEYEB.ogg,real,real,4046.0
HYGPEYYA,./train/HYGPEYYA.ogg,real,real,8813.0
AOETOZFD,./validate/AOETOZFD.ogg,fake,fake,2607.0
TMXEEXOA,./train/TMXEEXOA.ogg,fake,fake,1293.0
BXXAJIND,./validate/BXXAJIND.ogg,fake,fake,3528.0
DERWFIPN,./train/DERWFIPN.ogg,real,real,3715.0
XSMXGUTU,./train/XSMXGUTU.ogg,real,real,4006.0
EURMSUYA,./train/EURMSUYA.ogg,real,real,7498.0
JCBIZFPM,./train/JCBIZFPM.ogg,fake,fake,1312.0
WBWYSPTD,./train/WBWYSPTD.ogg,fake,fake,1488.0
JCEZVTNA,./train/JCEZVTNA.ogg,real,real,7433.0
POLLZMXW,./train/POLLZMXW.ogg,fake,fake,2358.0
KAIPZVRO,./train/KAIPZVRO.ogg,fake,fake,1812.0
ISPCYZVU,./train/ISPCYZVU.ogg,fake,fake,1429.0
IJOENBQV,./train/IJOENBQV.ogg,real,real,1346.0
FOSRDIGC,./train/FOSRDIGC.ogg,fake,fake,1330.0
DLLQRDVC,./train/DLLQRDVC.ogg,real,real,1808.0
VHWXVTIF,./train/VHWXVTIF.ogg,fake,fake,1734.0
BVSQVFGN,./train/BVSQVFGN.ogg,fake,fake,3004.0
YPAQJWYE,./train/YPAQJWYE.ogg,fake,fake,2129.0
UVNTHOCG,./train/UVNTHOCG.ogg,real,real,1922.0
XAAQGIHO,./too_short/XAAQGIHO.ogg,fake,fake,633.0
UYVBKWCV,./train/UYVBKWCV.ogg,real,real,8456.0
HNPCOSOJ,./train/HNPCOSOJ.ogg,fake,fake,1140.0
HXSUTMXZ,./too_short/HXSUTMXZ.ogg,fake,fake,856.0
WHUBYNTV,./validate/WHUBYNTV.ogg,real,real,5094.0
ISSDPPHY,./train/ISSDPPHY.ogg,fake,fake,4136.0
FTGULZOU,./validate/FTGULZOU.ogg,real,real,2231.0
GYCGYODM,./validate/GYCGYODM.ogg,fake,fake,2531.0
DXDBGPEE,./train/DXDBGPEE.ogg,fake,fake,1810.0
EFPCDNGG,./train/EFPCDNGG.ogg,fake,fake,2533.0
YEFNBDSD,./validate/YEFNBDSD.ogg,fake,fake,1188.0
SOZTCLKX,./train/SOZTCLKX.ogg,real,real,4767.0
QTVVGGNB,./train/QTVVGGNB.ogg,fake,fake,1060.0
WGNLZAOU,./train/WGNLZAOU.ogg,real,real,3309.0
QZDQERAE,./train/QZDQERAE.ogg,fake,fake,2113.0
QQIFGDGV,./train/QQIFGDGV.ogg,real,real,5566.0
UIWFLXUS,./train/UIWFLXUS.ogg,real,real,4498.0
IQDDKVHN,./validate/IQDDKVHN.ogg,fake,fake,1672.0
WVZBKQKB,./train/WVZBKQKB.ogg,real,real,3518.0
MIXXLVRH,./train/MIXXLVRH.ogg,fake,fake,2259.0
EOMQRAAM,./train/EOMQRAAM.ogg,real,real,4155.0
XXMQAOWF,./validate/XXMQAOWF.ogg,fake,fake,1710.0
RUAFGYSP,./train/RUAFGYSP.ogg,real,real,1807.0
NOYTEQMT,./validate/NOYTEQMT.ogg,real,real,4577.0
FCOZMDRH,./too_short/FCOZMDRH.ogg,fake,fake,748.0
YHFGBJMI,./train/YHFGBJMI.ogg,real,real,2328.0
GCVBGAYP,./validate/GCVBGAYP.ogg,fake,fake,1113.0
SCUOQXBL,./validate/SCUOQXBL.ogg,fake,fake,2066.0
BMIWIKFQ,./train/BMIWIKFQ.ogg,real,real,5581.0
EJCAVYXK,./too_short/EJCAVYXK.ogg,fake,fake,908.0
MSWQTCVZ,./train/MSWQTCVZ.ogg,real,real,2626.0
GHRWJCJR,./train/GHRWJCJR.ogg,real,real,1114.0
TJODNGDL,./train/TJODNGDL.ogg,real,real,5625.0
YLERCJJY,./validate/YLERCJJY.ogg,fake,fake,2000.0
JOYPUOVR,./too_short/JOYPUOVR.ogg,fake,fake,908.0
RXTLEBRU,./train/RXTLEBRU.ogg,real,real,3808.0
INYBIOHV,./train/INYBIOHV.ogg,fake,fake,2225.0
ITSQNPFD,./train/ITSQNPFD.ogg,fake,fake,2751.0
YQVWIDPM,./validate/YQVWIDPM.ogg,fake,fake,1882.0
NKMKOWLM,./train/NKMKOWLM.ogg,fake,fake,2699.0
OUGPLJCD,./train/OUGPLJCD.ogg,real,real,2603.0
ZFZEJWFU,./train/ZFZEJWFU.ogg,fake,fake,5189.0
MVCOXCYP,./train/MVCOXCYP.ogg,real,real,1928.0
IATOAUMW,./validate/IATOAUMW.ogg,fake,fake,1028.0
NIZMPWVZ,./too_short/NIZMPWVZ.ogg,fake,fake,530.0
FEVYWYGN,./validate/FEVYWYGN.ogg,fake,fake,1768.0
YIEJIILP,./train/YIEJIILP.ogg,real,real,4004.0
LSIAYVZE,./validate/LSIAYVZE.ogg,fake,fake,1018.0
UDESCUFE,./train/UDESCUFE.ogg,fake,fake,1454.0
LKBXAEJI,./train/LKBXAEJI.ogg,real,real,4182.0
CQXENRQG,./train/CQXENRQG.ogg,fake,fake,1018.0
FJFPFTUF,./train/FJFPFTUF.ogg,fake,fake,3389.0
XXEMVMKH,./train/XXEMVMKH.ogg,real,real,2119.0
IOUTKPHH,./too_short/IOUTKPHH.ogg,real,real,876.0
XTMHKMZD,./train/XTMHKMZD.ogg,real,real,2520.0
ZFGVHMOF,./train/ZFGVHMOF.ogg,fake,fake,5188.0
PLCOHLOD,./train/PLCOHLOD.ogg,real,real,3943.0
HYOZPTII,./train/HYOZPTII.ogg,real,real,3454.0
KIYBZWIZ,./validate/KIYBZWIZ.ogg,real,real,9016.0
XKVLRHOB,./validate/XKVLRHOB.ogg,real,real,2154.0
YYTMPLBA,./train/YYTMPLBA.ogg,real,real,3730.0
EZLZNONX,./too_short/EZLZNONX.ogg,fake,fake,802.0
PVBRYVAR,./train/PVBRYVAR.ogg,real,real,4028.0
BBGLABEX,./train/BBGLABEX.ogg,fake,fake,2558.0
KCIWMZVC,./train/KCIWMZVC.ogg,real,real,7624.0
EKYAWCAB,./train/EKYAWCAB.ogg,fake,fake,1281.0
DEXOEAJH,./train/DEXOEAJH.ogg,real,real,3077.0
JRSKJQNO,./validate/JRSKJQNO.ogg,real,real,6516.0
LDFGDAGW,./validate/LDFGDAGW.ogg,fake,fake,1918.0
ZIIMXTSA,./validate/ZIIMXTSA.ogg,real,real,7316.0
AWQQYKTC,./validate/AWQQYKTC.ogg,fake,fake,1147.0
IXWKFNBA,./train/IXWKFNBA.ogg,fake,fake,1211.0
TKSJFDIS,./train/TKSJFDIS.ogg,fake,fake,1334.0
EPSYYOKU,./validate/EPSYYOKU.ogg,real,real,8695.0
AGGMNOKU,./train/AGGMNOKU.ogg,real,real,6668.0
BYOKARPK,./train/BYOKARPK.ogg,real,real,3470.0
VGFXGIIX,./train/VGFXGIIX.ogg,real,real,5069.0
LUBPUJSJ,./too_short/LUBPUJSJ.ogg,fake,fake,939.0
GDLIHPOI,./train/GDLIHPOI.ogg,fake,fake,2621.0
PMNWPSNH,./train/PMNWPSNH.ogg,fake,fake,1310.0
SFANYHWY,./validate/SFANYHWY.ogg,fake,fake,1386.0
EJBPTRBZ,./train/EJBPTRBZ.ogg,fake,fake,1769.0
EMEJUAHY,./train/EMEJUAHY.ogg,real,real,3984.0
HXKHWONK,./train/HXKHWONK.ogg,real,real,2938.0
MZZVCZNA,./train/MZZVCZNA.ogg,fake,fake,2049.0
MOACRLZK,./train/MOACRLZK.ogg,fake,fake,1225.0
FMBEYAIY,./train/FMBEYAIY.ogg,real,real,5684.0
HSJUAIOK,./train/HSJUAIOK.ogg,fake,fake,1833.0
HZHXHLKH,./train/HZHXHLKH.ogg,fake,fake,2641.0
FXVLEAGP,./train/FXVLEAGP.ogg,real,real,3464.0
LTDIYMVX,./train/LTDIYMVX.ogg,fake,fake,1451.0
JBUZAVBB,./validate/JBUZAVBB.ogg,real,real,6268.0
SRJIYRXH,./train/SRJIYRXH.ogg,real,real,4524.0
XGTBAUZM,./train/XGTBAUZM.ogg,real,real,4555.0
ITGLBPKW,./train/ITGLBPKW.ogg,fake,fake,1506.0
TWAGYKTB,./validate/TWAGYKTB.ogg,real,real,4076.0
GHCNLAZI,./train/GHCNLAZI.ogg,real,real,4507.0
SXWKAGLH,./train/SXWKAGLH.ogg,fake,fake,1906.0
QWGBKUQK,./too_short/QWGBKUQK.ogg,fake,fake,331.0
GYEYNVNG,./too_short/GYEYNVNG.ogg,fake,fake,868.0
MPOEHRPD,./train/MPOEHRPD.ogg,fake,fake,2430.0
LDLVEDCX,./train/LDLVEDCX.ogg,real,real,3229.0
SPNGHRTX,./train/SPNGHRTX.ogg,real,real,8862.0
DRRRAREQ,./train/DRRRAREQ.ogg,fake,fake,2925.0
FWDNEPIT,./train/FWDNEPIT.ogg,real,real,9586.0
BJNFEMCJ,./train/BJNFEMCJ.ogg,fake,fake,1055.0
MJCIAUQA,./train/MJCIAUQA.ogg,fake,fake,1555.0
QOTKIJOO,./train/QOTKIJOO.ogg,real,real,5646.0
JDKLCLSE,./validate/JDKLCLSE.ogg,real,real,2568.0
HPJGZWGJ,./train/HPJGZWGJ.ogg,real,real,5456.0
NOAPTEAK,./too_short/NOAPTEAK.ogg,fake,fake,752.0
SJNWNFVT,./validate/SJNWNFVT.ogg,real,real,10699.0
MFWWIKGK,./train/MFWWIKGK.ogg,real,real,6690.0
GHDUPPMK,./train/GHDUPPMK.ogg,fake,fake,1891.0
BWVLLHLY,./train/BWVLLHLY.ogg,fake,fake,4658.0
HBAPLTEF,./train/HBAPLTEF.ogg,fake,fake,1810.0
ISXDDFAZ,./validate/ISXDDFAZ.ogg,fake,fake,1696.0
CCSPCJJF,./train/CCSPCJJF.ogg,real,real,3752.0
KHAFPLFI,./validate/KHAFPLFI.ogg,real,real,1320.0
YZICBRRT,./train/YZICBRRT.ogg,fake,fake,1239.0
QKLICBLS,./too_short/QKLICBLS.ogg,fake,fake,849.0
HFDEQTZH,./train/HFDEQTZH.ogg,fake,fake,2214.0
LCUCJWQU,./train/LCUCJWQU.ogg,fake,fake,1467.0
ZBIZGAMF,./train/ZBIZGAMF.ogg,real,real,3247.0
JNAVJCGR,./train/JNAVJCGR.ogg,fake,fake,2562.0
OKICMDTC,./train/OKICMDTC.ogg,real,real,6784.0
JBPIPGRX,./train/JBPIPGRX.ogg,fake,fake,1673.0
TKRGVMYN,./train/TKRGVMYN.ogg,real,real,3831.0
MPUPBAVA,./train/MPUPBAVA.ogg,real,real,5858.0
PSQTILUC,./validate/PSQTILUC.ogg,fake,fake,3542.0
REZRDJRT,./too_short/REZRDJRT.ogg,fake,fake,942.0
HETKKBVX,./train/HETKKBVX.ogg,real,real,8711.0
MPHPNOYY,./train/MPHPNOYY.ogg,real,real,2488.0
UKYJBMFY,./train/UKYJBMFY.ogg,fake,fake,2616.0
YGOHGPYC,./train/YGOHGPYC.ogg,fake,fake,1745.0
ESMVYTDG,./train/ESMVYTDG.ogg,real,real,3108.0
IEJGRQJB,./train/IEJGRQJB.ogg,fake,fake,1217.0
DSLQTPCV,./train/DSLQTPCV.ogg,fake,fake,1171.0
TXLIANKV,./validate/TXLIANKV.ogg,fake,fake,1610.0
USARHSYK,./validate/USARHSYK.ogg,fake,fake,1697.0
HXTYOUNM,./train/HXTYOUNM.ogg,fake,fake,2111.0
DPYNUCIE,./train/DPYNUCIE.ogg,fake,fake,1195.0
ZNOQZXMP,./validate/ZNOQZXMP.ogg,fake,fake,1886.0
BSWNZUGO,./train/BSWNZUGO.ogg,fake,fake,2450.0
RSHNDGQO,./too_short/RSHNDGQO.ogg,fake,fake,966.0
TBDCLLBC,./train/TBDCLLBC.ogg,real,real,4124.0
BXXMKZCB,./train/BXXMKZCB.ogg,fake,fake,1904.0
QUCLEBWZ,./train/QUCLEBWZ.ogg,real,real,1677.0
RNOWJFDO,./train/RNOWJFDO.ogg,real,real,6375.0
HLWAMVSN,./validate/HLWAMVSN.ogg,fake,fake,2380.0
NQGZKEJB,./train/NQGZKEJB.ogg,fake,fake,1236.0
WRCPUXKN,./train/WRCPUXKN.ogg,fake,fake,1640.0
LTPFRMBI,./train/LTPFRMBI.ogg,fake,fake,1583.0
GWYEYDIX,./train/GWYEYDIX.ogg,fake,fake,1789.0
NTGXXPZL,./train/NTGXXPZL.ogg,fake,fake,1399.0
OPAQCCKS,./train/OPAQCCKS.ogg,real,real,4837.0
HAATIKTZ,./train/HAATIKTZ.ogg,real,real,1733.0
GZFXYUHU,./train/GZFXYUHU.ogg,fake,fake,1466.0
FYPZROMT,./train/FYPZROMT.ogg,fake,fake,1705.0
HENMNNPE,./train/HENMNNPE.ogg,fake,fake,1370.0
JVVANCIU,./train/JVVANCIU.ogg,fake,fake,1058.0
JAYLIGQV,./validate/JAYLIGQV.ogg,fake,fake,3012.0
AVNLOIZL,./train/AVNLOIZL.ogg,real,real,4048.0
SPGTMIUG,./train/SPGTMIUG.ogg,real,real,3591.0
BNZQSGQJ,./train/BNZQSGQJ.ogg,real,real,2150.0
HXLKMJGH,./train/HXLKMJGH.ogg,real,real,2727.0
ABPBTZOA,./validate/ABPBTZOA.ogg,fake,fake,2772.0
GTLXUIXV,./validate/GTLXUIXV.ogg,real,real,1373.0
MRDSCDBK,./too_short/MRDSCDBK.ogg,fake,fake,896.0
XCYSDAID,./train/XCYSDAID.ogg,real,real,6834.0
DWCEONRB,./train/DWCEONRB.ogg,fake,fake,1731.0
OVKMRANT,./too_short/OVKMRANT.ogg,fake,fake,832.0
TVWJPLZJ,./train/TVWJPLZJ.ogg,fake,fake,3423.0
AFSJRKTL,./train/AFSJRKTL.ogg,real,real,6990.0
HVSRPVKR,./too_short/HVSRPVKR.ogg,fake,fake,776.0
ZKRIFUVT,./train/ZKRIFUVT.ogg,fake,fake,1179.0
JYKKMYJU,./validate/JYKKMYJU.ogg,fake,fake,1471.0
DZEUOFPE,./train/DZEUOFPE.ogg,fake,fake,1465.0
NWVSZEJE,./train/NWVSZEJE.ogg,fake,fake,2586.0
WWBJNKKO,./train/WWBJNKKO.ogg,fake,fake,1288.0
DUUJRGGL,./train/DUUJRGGL.ogg,fake,fake,1362.0
HMIYDCUX,./train/HMIYDCUX.ogg,real,real,1356.0
CMGLWAVG,./validate/CMGLWAVG.ogg,real,real,6730.0
CBTJSEWT,./train/CBTJSEWT.ogg,fake,fake,1177.0
CVYECDNO,./train/CVYECDNO.ogg,real,real,3998.0
WGLSSHHF,./too_short/WGLSSHHF.ogg,fake,fake,641.0
WRKQEBBD,./train/WRKQEBBD.ogg,fake,fake,2188.0
HWBRMYFT,./train/HWBRMYFT.ogg,fake,fake,1440.0
WZFNOJEB,./train/WZFNOJEB.ogg,real,real,4994.0
IJUUUNLU,./train/IJUUUNLU.ogg,real,real,9329.0
PCGVOUCC,./train/PCGVOUCC.ogg,real,real,3481.0
JBDLKFPI,./validate/JBDLKFPI.ogg,fake,fake,1992.0
CEHSXHXV,./train/CEHSXHXV.ogg,fake,fake,1742.0
XUTZELPY,./train/XUTZELPY.ogg,fake,fake,2416.0
MZVRUAGT,./train/MZVRUAGT.ogg,real,real,4132.0
HIYAFADL,./train/HIYAFADL.ogg,real,real,8501.0
BNCJWMCK,./train/BNCJWMCK.ogg,fake,fake,2128.0
GFRDKDSZ,./train/GFRDKDSZ.ogg,real,real,1417.0
UGJEBKXR,./train/UGJEBKXR.ogg,fake,fake,1584.0
GHUBJGVR,./train/GHUBJGVR.ogg,real,real,3846.0
QMZIEPQM,./train/QMZIEPQM.ogg,fake,fake,1457.0
IZXPRSJW,./train/IZXPRSJW.ogg,real,real,1679.0
CGRTDGQY,./train/CGRTDGQY.ogg,fake,fake,2346.0
DBBHNNTN,./train/DBBHNNTN.ogg,fake,fake,1983.0
JQJIZMML,./train/JQJIZMML.ogg,fake,fake,1011.0
EOUWLEFR,./validate/EOUWLEFR.ogg,fake,fake,1930.0
CNFJXLTN,./train/CNFJXLTN.ogg,fake,fake,2508.0
UDRSEQOE,./train/UDRSEQOE.ogg,real,real,3966.0
LXVWVVXX,./train/LXVWVVXX.ogg,fake,fake,2702.0
LFCUMLSE,./train/LFCUMLSE.ogg,real,real,1132.0
WUNEJUZA,./train/WUNEJUZA.ogg,fake,fake,1002.0
TLTTVFKH,./train/TLTTVFKH.ogg,fake,fake,1344.0
OIDNYEXU,./train/OIDNYEXU.ogg,fake,fake,1582.0
RIKSFUFR,./train/RIKSFUFR.ogg,real,real,5602.0
RZOMNZNU,./train/RZOMNZNU.ogg,fake,fake,2335.0
BBICRUEW,./validate/BBICRUEW.ogg,fake,fake,1140.0
IKYFHOSS,./train/IKYFHOSS.ogg,fake,fake,1026.0
AEXYVJTN,./too_short/AEXYVJTN.ogg,fake,fake,924.0
WUGNWJKP,./train/WUGNWJKP.ogg,fake,fake,1619.0
HQCYTTGB,./validate/HQCYTTGB.ogg,real,real,3125.0
HRVISXPB,./validate/HRVISXPB.ogg,fake,fake,1296.0
GJRUHMOH,./train/GJRUHMOH.ogg,real,real,1963.0
OMDIQQWU,./validate/OMDIQQWU.ogg,real,real,8590.0
TPUVLRKI,./too_short/TPUVLRKI.ogg,fake,fake,900.0
WGUBFTWZ,./validate/WGUBFTWZ.ogg,real,real,7593.0
WGXJBXYA,./train/WGXJBXYA.ogg,fake,fake,1170.0
KRQDYSPG,./train/KRQDYSPG.ogg,fake,fake,1308.0
VUWCFIJP,./train/VUWCFIJP.ogg,real,real,7434.0
MTYPZNHD,./train/MTYPZNHD.ogg,fake,fake,1754.0
PYDTOAAZ,./train/PYDTOAAZ.ogg,real,real,2156.0
JEPPOAZA,./train/JEPPOAZA.ogg,fake,fake,2330.0
TOWDTUVZ,./train/TOWDTUVZ.ogg,real,real,3810.0
MHCLFTRY,./train/MHCLFTRY.ogg,fake,fake,1192.0
KHEYZVPE,./validate/KHEYZVPE.ogg,fake,fake,1138.0
MULSVACH,./train/MULSVACH.ogg,real,real,2318.0
YDMKERLV,./train/YDMKERLV.ogg,real,real,3163.0
ZYJNQRAW,./train/ZYJNQRAW.ogg,real,real,2036.0
UPJJZVYM,./validate/UPJJZVYM.ogg,fake,fake,1258.0
IZKITXLA,./validate/IZKITXLA.ogg,fake,fake,1778.0
OOBPDMXN,./train/OOBPDMXN.ogg,real,real,1838.0
EXJVCWSY,./validate/EXJVCWSY.ogg,real,real,3873.0
AVKIWBGF,./train/AVKIWBGF.ogg,fake,fake,1296.0
FZIWZOFM,./too_short/FZIWZOFM.ogg,fake,fake,936.0
TZVCPFXH,./train/TZVCPFXH.ogg,real,real,8088.0
MUJWVJTA,./train/MUJWVJTA.ogg,real,real,1137.0
LRTIJPLU,./too_short/LRTIJPLU.ogg,fake,fake,559.0
XIJVIVDL,./train/XIJVIVDL.ogg,fake,fake,3974.0
OZBDFJWZ,./validate/OZBDFJWZ.ogg,real,real,6048.0
QZBWGQWZ,./validate/QZBWGQWZ.ogg,real,real,3619.0
YBSPVSGK,./train/YBSPVSGK.ogg,fake,fake,1822.0
XQVEGZDE,./train/XQVEGZDE.ogg,fake,fake,2256.0
NLBHSKTH,./train/NLBHSKTH.ogg,fake,fake,2178.0
QOHBBTCE,./train/QOHBBTCE.ogg,fake,fake,1859.0
YUXZDHZZ,./train/YUXZDHZZ.ogg,real,real,2234.0
SPXIEMSW,./validate/SPXIEMSW.ogg,fake,fake,1155.0
HSGONYSZ,./train/HSGONYSZ.ogg,fake,fake,4126.0
MXJTGSLU,./train/MXJTGSLU.ogg,real,real,2075.0
GOEMDQTW,./train/GOEMDQTW.ogg,fake,fake,2136.0
VITRPQTY,./train/VITRPQTY.ogg,fake,fake,1329.0
MAERDLHN,./train/MAERDLHN.ogg,fake,fake,1327.0
DJMTKFLM,./validate/DJMTKFLM.ogg,real,real,9632.0
NFEYWIBS,./train/NFEYWIBS.ogg,real,real,1928.0
AFZWGKYO,./train/AFZWGKYO.ogg,real,real,8339.0
UMJLJNVJ,./train/UMJLJNVJ.ogg,fake,fake,1223.0
NTEZIXQV,./train/NTEZIXQV.ogg,real,real,4041.0
YXBLIVAY,./train/YXBLIVAY.ogg,fake,fake,2023.0
DFHCWIOT,./train/DFHCWIOT.ogg,fake,fake,1356.0
CUDFAWVH,./validate/CUDFAWVH.ogg,fake,fake,2005.0
TZOVXDDX,./train/TZOVXDDX.ogg,real,real,2377.0
OLHSNNUO,./train/OLHSNNUO.ogg,fake,fake,1629.0
QLFCDQUP,./too_short/QLFCDQUP.ogg,fake,fake,996.0
VOHFWWXD,./validate/VOHFWWXD.ogg,real,real,6622.0
PFSHDWBG,./train/PFSHDWBG.ogg,real,real,2784.0
XNJZAFJI,./train/XNJZAFJI.ogg,real,real,3069.0
THXKGOMH,./train/THXKGOMH.ogg,fake,fake,1458.0
LNAAJWSK,./train/LNAAJWSK.ogg,real,real,4303.0
JTPARPJA,./validate/JTPARPJA.ogg,fake,fake,1589.0
CMICNITV,./train/CMICNITV.ogg,fake,fake,1034.0
XHSSFDJN,./train/XHSSFDJN.ogg,fake,fake,2098.0
SJQOBRXG,./validate/SJQOBRXG.ogg,fake,fake,2818.0
NHILMGPP,./validate/NHILMGPP.ogg,fake,fake,1408.0
EIXMLGHF,./train/EIXMLGHF.ogg,real,real,2267.0
HNRJZURS,./validate/HNRJZURS.ogg,real,real,1125.0
TJGISFMF,./train/TJGISFMF.ogg,fake,fake,1276.0
TTKNHGNR,./validate/TTKNHGNR.ogg,fake,fake,1500.0
KLPQTKDL,./train/KLPQTKDL.ogg,fake,fake,1249.0
YIBOORXC,./train/YIBOORXC.ogg,real,real,3300.0
KRRAVUBP,./validate/KRRAVUBP.ogg,fake,fake,1681.0
NRNRMXUX,./too_short/NRNRMXUX.ogg,fake,fake,940.0
FXXSCWYH,./train/FXXSCWYH.ogg,real,real,2540.0
HAQPRREZ,./train/HAQPRREZ.ogg,real,real,5125.0
LINWGHAP,./train/LINWGHAP.ogg,real,real,9171.0
RUJAYICF,./train/RUJAYICF.ogg,real,real,3326.0
JJFGLEBV,./train/JJFGLEBV.ogg,real,real,5875.0
BQFVMSLU,./validate/BQFVMSLU.ogg,fake,fake,1577.0
ROWRTWLD,./too_short/ROWRTWLD.ogg,fake,fake,874.0
EDRRYNNK,./validate/EDRRYNNK.ogg,fake,fake,1675.0
MXTMMWNB,./train/MXTMMWNB.ogg,fake,fake,2744.0
MSPYBXBI,./too_short/MSPYBXBI.ogg,fake,fake,640.0
NAKMXFHI,./validate/NAKMXFHI.ogg,real,real,3122.0
LPGKGMHC,./validate/LPGKGMHC.ogg,real,real,8299.0
NSTXTZNZ,./train/NSTXTZNZ.ogg,real,real,2410.0
HDNRZRTN,./train/HDNRZRTN.ogg,real,real,2650.0
EJAKEVCN,./train/EJAKEVCN.ogg,fake,fake,1470.0
THZMLZLS,./validate/THZMLZLS.ogg,real,real,4262.0
NCRVLWXV,./train/NCRVLWXV.ogg,real,real,3703.0
ZTAMQKBK,./train/ZTAMQKBK.ogg,fake,fake,1349.0
FSEANLLP,./train/FSEANLLP.ogg,real,real,2340.0
CSXNJZBQ,./train/CSXNJZBQ.ogg,fake,fake,1145.0
APJERAXL,./train/APJERAXL.ogg,fake,fake,1165.0
DMSAHPWD,./train/DMSAHPWD.ogg,fake,fake,1086.0
KGUYIIJI,./validate/KGUYIIJI.ogg,real,real,5537.0
VHPYWEUV,./train/VHPYWEUV.ogg,fake,fake,1637.0
NHIHIWFN,./train/NHIHIWFN.ogg,fake,fake,1013.0
PJMOBJKX,./train/PJMOBJKX.ogg,real,real,3361.0
KCMAQNWO,./validate/KCMAQNWO.ogg,real,real,7173.0
LSBCADTR,./validate/LSBCADTR.ogg,fake,fake,3052.0
HRXQCMHN,./train/HRXQCMHN.ogg,fake,fake,1076.0
QQXFVGFB,./validate/QQXFVGFB.ogg,fake,fake,1678.0
LLWUZBIH,./too_short/LLWUZBIH.ogg,fake,fake,695.0
XCGBUDRQ,./train/XCGBUDRQ.ogg,fake,fake,5635.0
QMDZONDW,./validate/QMDZONDW.ogg,real,real,3699.0
KDXSWTSZ,./train/KDXSWTSZ.ogg,real,real,3472.0
SCYKGGZG,./train/SCYKGGZG.ogg,fake,fake,1994.0
TESSZTTD,./train/TESSZTTD.ogg,real,real,9562.0
DIWBREKK,./train/DIWBREKK.ogg,fake,fake,1987.0
NGCTNNIR,./validate/NGCTNNIR.ogg,fake,fake,1122.0
PVDKEPXK,./validate/PVDKEPXK.ogg,real,real,4275.0
XWZWFULI,./train/XWZWFULI.ogg,real,real,8960.0
PHNPAIPM,./train/PHNPAIPM.ogg,real,real,7980.0
NSAPBEEL,./train/NSAPBEEL.ogg,fake,fake,2126.0
KBIHAZEL,./train/KBIHAZEL.ogg,fake,fake,3366.0
JPZJMIBR,./train/JPZJMIBR.ogg,fake,fake,1747.0
RFBDNNKD,./train/RFBDNNKD.ogg,fake,fake,2003.0
SLMMQDWN,./train/SLMMQDWN.ogg,fake,fake,2480.0
BCKEIYIL,./too_short/BCKEIYIL.ogg,fake,fake,609.0
LOLJUNCA,./train/LOLJUNCA.ogg,fake,fake,1492.0
RWFUAHXL,./train/RWFUAHXL.ogg,real,real,5836.0
ZZHPJRHV,./train/ZZHPJRHV.ogg,fake,fake,2802.0
LXMVBTDC,./train/LXMVBTDC.ogg,fake,fake,1454.0
SPKMTVRD,./train/SPKMTVRD.ogg,fake,fake,1254.0
QBCOJEKT,./train/QBCOJEKT.ogg,real,real,9531.0
BEIRLUFZ,./train/BEIRLUFZ.ogg,real,real,2933.0
XQUPQVKH,./validate/XQUPQVKH.ogg,real,real,4096.0
XMSXIXBE,./validate/XMSXIXBE.ogg,real,real,1617.0
LDEIPQWG,./train/LDEIPQWG.ogg,fake,fake,1328.0
PGLTXSAB,./train/PGLTXSAB.ogg,real,real,9488.0
RSGLTJUE,./train/RSGLTJUE.ogg,fake,fake,1769.0
XWDBMZMF,./validate/XWDBMZMF.ogg,real,real,2081.0
BBGXGJYX,./validate/BBGXGJYX.ogg,real,real,4030.0
TUYHKLTC,./train/TUYHKLTC.ogg,fake,fake,1556.0
JPOWPQTE,./train/JPOWPQTE.ogg,real,real,2566.0
ISLLLDIN,./validate/ISLLLDIN.ogg,real,real,5413.0
NERBTNHH,./train/NERBTNHH.ogg,real,real,3227.0
EKRQKMPF,./train/EKRQKMPF.ogg,real,real,3761.0
